dataset,model,variant,variant_label,center,macro_auroc,macro_auprc,source,note
PN2021 clean,Inception1D,vae_augmix,VAE + AugMix,ningbo,0.885342477034226,0.5293078075791946,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_inception1d_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/ningbo_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean,Inception1D,vae_augmix,VAE + AugMix,chapman_shaoxing,0.8946749170486374,0.48971875097701834,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_inception1d_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/chapman_shaoxing_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean,Inception1D,vae_augmix,VAE + AugMix,cpsc_2018,0.8830145370471824,0.6370557881251725,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_inception1d_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean,Inception1D,vae_augmix,VAE + AugMix,georgia,0.8283785412329563,0.6216301471770176,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_inception1d_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean,FCN-Wang,direct,Direct fine-tune,ningbo,0.8735256958535192,0.4976728885019221,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/ningbo/runs/ningbo_K500_direct_ft_benchmark_fcn_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean,FCN-Wang,direct,Direct fine-tune,chapman_shaoxing,0.8741451766734892,0.42808996252327586,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/chapman_shaoxing/runs/chapman_shaoxing_K500_direct_ft_benchmark_fcn_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean,FCN-Wang,direct,Direct fine-tune,cpsc_2018,0.8321278207316403,0.5560885798474086,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018/runs/cpsc_2018_K500_direct_ft_benchmark_fcn_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean,FCN-Wang,direct,Direct fine-tune,georgia,0.8122480057082463,0.5920470155143807,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia/runs/georgia_K500_direct_ft_benchmark_fcn_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean,FCN-Wang,vae_noaug,VAE-only noAug,ningbo,0.8735256958535192,0.4976728885019221,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/ningbo_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean,FCN-Wang,vae_noaug,VAE-only noAug,chapman_shaoxing,0.8741451766734892,0.42808996252327586,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/chapman_shaoxing_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean,FCN-Wang,vae_noaug,VAE-only noAug,cpsc_2018,0.8542383191894668,0.5939280827174701,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean,FCN-Wang,vae_noaug,VAE-only noAug,georgia,0.8097212581709661,0.5978542845498176,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean,FCN-Wang,vae_augmix,VAE + AugMix,ningbo,0.8735256958535192,0.4976728885019221,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/ningbo_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean,FCN-Wang,vae_augmix,VAE + AugMix,chapman_shaoxing,0.8741451766734892,0.42808996252327586,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/chapman_shaoxing_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean,FCN-Wang,vae_augmix,VAE + AugMix,cpsc_2018,0.8541199266009781,0.5934911187020888,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean,FCN-Wang,vae_augmix,VAE + AugMix,georgia,0.811832307731349,0.5993811225118754,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_fcn_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021-C,EfficientNet1DV2,direct,Direct fine-tune,ningbo,0.8691948474339679,0.476076592622321,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/direct/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,EfficientNet1DV2,direct,Direct fine-tune,chapman_shaoxing,0.8733289453318157,0.4294834642287581,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/direct/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,EfficientNet1DV2,direct,Direct fine-tune,cpsc_2018,0.8133118820419527,0.547669914981766,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/direct/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,EfficientNet1DV2,direct,Direct fine-tune,georgia,0.8122310691493492,0.5864641404833182,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/direct/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,EfficientNet1DV2,vae_noaug,VAE-only noAug,ningbo,0.8717006646863378,0.49822563907042794,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/effnet_vae_noaug_k500_v7_sjr_rgq/seed20260601_k500_v7_sjr_rgq_20260530_rep1/ningbo_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_k500_noaugmix_ep30_seed20260601/eval_pn2021_c_v7_ningbo_exclrefs_stream_standard.json,prior noAug seed20260601; 25 corruption-severity units
PN2021-C,EfficientNet1DV2,vae_noaug,VAE-only noAug,chapman_shaoxing,0.8779136755546613,0.46826695600277385,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/effnet_vae_noaug_k500_v7_sjr_rgq/seed20260601_k500_v7_sjr_rgq_20260530_rep1/chapman_shaoxing_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_k500_noaugmix_ep30_seed20260601/eval_pn2021_c_v7_chapman_shaoxing_exclrefs_stream_standard.json,prior noAug seed20260601; 25 corruption-severity units
PN2021-C,EfficientNet1DV2,vae_noaug,VAE-only noAug,cpsc_2018,0.8652919950607489,0.5961651503996235,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/effnet_vae_noaug_k500_v7_sjr_rgq/seed20260601_k500_v7_sjr_rgq_20260530_rep1/cpsc_2018_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_k500_noaugmix_ep30_seed20260601/eval_pn2021_c_v7_cpsc_2018_exclrefs_stream_standard.json,prior noAug seed20260601; 25 corruption-severity units
PN2021-C,EfficientNet1DV2,vae_noaug,VAE-only noAug,georgia,0.8184035116941457,0.5950999006876219,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/effnet_vae_noaug_k500_v7_sjr_rgq/seed20260601_k500_v7_sjr_rgq_20260530_rep1/georgia_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_k500_noaugmix_ep30_seed20260601/eval_pn2021_c_v7_georgia_exclrefs_stream_standard.json,prior noAug seed20260601; 25 corruption-severity units
PN2021-C,EfficientNet1DV2,vae_augmix,VAE + AugMix,ningbo,0.8749459009062939,0.49231348389380647,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/vae_lhat/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,EfficientNet1DV2,vae_augmix,VAE + AugMix,chapman_shaoxing,0.8839915795189428,0.46284909280064085,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/vae_lhat/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,EfficientNet1DV2,vae_augmix,VAE + AugMix,cpsc_2018,0.8645915130781063,0.6033228042635888,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/vae_lhat/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,EfficientNet1DV2,vae_augmix,VAE + AugMix,georgia,0.8152279204779225,0.589473552563765,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/EfficientNet1DV2/vae_lhat/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,direct,Direct fine-tune,ningbo,0.908314952173149,0.5808531946118037,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/direct/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,direct,Direct fine-tune,chapman_shaoxing,0.9173372554890826,0.5600840237658445,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/direct/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,direct,Direct fine-tune,cpsc_2018,0.860421240521218,0.6151083282144099,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/direct/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,direct,Direct fine-tune,georgia,0.8740889650951231,0.7100928905263008,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/direct/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,vae_noaug,VAE-only noAug,ningbo,0.908314952173149,0.5808531946118036,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_noaug/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,new ECGFounder noAug fill; 25 corruption-severity units
PN2021-C,ECGFounder,vae_noaug,VAE-only noAug,chapman_shaoxing,0.9173372554890826,0.5600840237658445,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_noaug/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,new ECGFounder noAug fill; 25 corruption-severity units
PN2021-C,ECGFounder,vae_noaug,VAE-only noAug,cpsc_2018,0.8882258552464621,0.6757625827367973,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_noaug/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,new ECGFounder noAug fill; 25 corruption-severity units
PN2021-C,ECGFounder,vae_noaug,VAE-only noAug,georgia,0.8737425924049083,0.7090564890414852,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_noaug/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,new ECGFounder noAug fill; 25 corruption-severity units
PN2021-C,ECGFounder,vae_augmix,VAE + AugMix,ningbo,0.908314952173149,0.5808531946118037,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_augmix/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,vae_augmix,VAE + AugMix,chapman_shaoxing,0.9173372554890826,0.5600840237658445,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_augmix/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,vae_augmix,VAE + AugMix,cpsc_2018,0.8982938062868514,0.6983499738576215,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_augmix/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ECGFounder,vae_augmix,VAE + AugMix,georgia,0.8741791186787151,0.7101956419342261,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ecgfounder/vae_lhat_augmix/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,direct,Direct fine-tune,ningbo,0.8642744067581505,0.4788243193925815,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/direct/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,direct,Direct fine-tune,chapman_shaoxing,0.8618732919806783,0.4258224014921468,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/direct/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,direct,Direct fine-tune,cpsc_2018,0.8367423885113253,0.563308430049488,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/direct/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,direct,Direct fine-tune,georgia,0.8020552123783954,0.5714864414733681,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/direct/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,vae_noaug,VAE-only noAug,ningbo,0.8642744067581504,0.47882431939258163,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_noaug/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,ResNet1D-Wang,vae_noaug,VAE-only noAug,chapman_shaoxing,0.8662208488452894,0.4360760657312778,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_noaug/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,ResNet1D-Wang,vae_noaug,VAE-only noAug,cpsc_2018,0.8547765579517053,0.5933907381257533,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_noaug/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,ResNet1D-Wang,vae_noaug,VAE-only noAug,georgia,0.8097455496366961,0.5943349020086615,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_noaug/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,ResNet1D-Wang,vae_augmix,VAE + AugMix,ningbo,0.8642744067581505,0.4788243193925815,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_lhat/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,vae_augmix,VAE + AugMix,chapman_shaoxing,0.8653826258247402,0.4426119174914905,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_lhat/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,vae_augmix,VAE + AugMix,cpsc_2018,0.8547031271556516,0.5935588440360982,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_lhat/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,ResNet1D-Wang,vae_augmix,VAE + AugMix,georgia,0.809035766355689,0.5919573711875384,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/ResNet1D-Wang/vae_lhat/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,Inception1D,direct,Direct fine-tune,ningbo,0.8687861098505035,0.49873770046137067,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/direct/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,Inception1D,direct,Direct fine-tune,chapman_shaoxing,0.8763203506161399,0.4631786606439862,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/direct/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,Inception1D,direct,Direct fine-tune,cpsc_2018,0.8464862128544849,0.5787209607113906,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/direct/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,Inception1D,direct,Direct fine-tune,georgia,0.8138420472740203,0.5925070368675839,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/direct/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,Inception1D,vae_noaug,VAE-only noAug,ningbo,0.8687861098505035,0.4987377004613706,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/vae_noaug/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,Inception1D,vae_noaug,VAE-only noAug,chapman_shaoxing,0.8763203506161398,0.4631786606439861,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/vae_noaug/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,Inception1D,vae_noaug,VAE-only noAug,cpsc_2018,0.866826013531472,0.6116914286675608,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/vae_noaug/cpsc_2018/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,Inception1D,vae_noaug,VAE-only noAug,georgia,0.8114618657555491,0.5966565383931054,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/vae_noaug/georgia/eval_pn2021_c_v7_refexcluded_stream_standard.json,new noAug fill; 25 corruption-severity units
PN2021-C,Inception1D,vae_augmix,VAE + AugMix,ningbo,0.8687861098505035,0.49873770046137067,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/vae_lhat/ningbo/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
PN2021-C,Inception1D,vae_augmix,VAE + AugMix,chapman_shaoxing,0.8763203506161399,0.4631786606439862,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/pn2021c_direct_vs_vae_augmix_mainline_v7_k500_20260605/Inception1D/vae_lhat/chapman_shaoxing/eval_pn2021_c_v7_refexcluded_stream_standard.json,25-unit corrupted mean
