dataset,model,variant,variant_label,center,drop_all_zero_macro_auroc,drop_all_zero_macro_auprc,source,note
PN2021 clean drop-all-zero,Inception1D,vae_augmix,VAE+AugMix,cpsc_2018,0.9366078708841564,0.8476685735041717,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_inception1d_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean drop-all-zero,Inception1D,vae_augmix,VAE+AugMix,georgia,0.839220041764625,0.7016167496266985,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_inception1d_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean drop-all-zero,ResNet1D-Wang,direct,直接微调,ningbo,0.9000087543666708,0.6745566029126925,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/ningbo/runs/ningbo_K500_direct_ft_benchmark_resnet1d_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean drop-all-zero,ResNet1D-Wang,direct,直接微调,chapman_shaoxing,0.8952854376960367,0.6299314611107842,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/chapman_shaoxing/runs/chapman_shaoxing_K500_direct_ft_benchmark_resnet1d_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean drop-all-zero,ResNet1D-Wang,direct,直接微调,cpsc_2018,0.9073478993182807,0.7756896753807103,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018/runs/cpsc_2018_K500_direct_ft_benchmark_resnet1d_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean drop-all-zero,ResNet1D-Wang,direct,直接微调,georgia,0.8227205733894145,0.6690418855218903,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_direct_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia/runs/georgia_K500_direct_ft_benchmark_resnet1d_wang_ep30_seed20260531_val0p2/eval_result_v7_super5_sjr_rgq_review_exclrefs_crop1000.json,mainline direct
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_noaug,VAE-only,ningbo,0.9000087543666708,0.6745566029126925,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/ningbo_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_noaug,VAE-only,chapman_shaoxing,0.9050218709976188,0.6403258954704287,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/chapman_shaoxing_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_noaug,VAE-only,cpsc_2018,0.9296152129420827,0.8355192996253219,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_noaug,VAE-only,georgia,0.8356500683939139,0.6978455445324386,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_noaug_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p3_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_noaugmix_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,"new noAug fill, seed20260531"
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_augmix,VAE+AugMix,ningbo,0.9000087543666708,0.6745566029126925,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/ningbo_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_augmix,VAE+AugMix,chapman_shaoxing,0.8996141605320798,0.6411024288003582,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/chapman_shaoxing_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_augmix,VAE+AugMix,cpsc_2018,0.9294095187200947,0.8346460868382076,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/cpsc_2018_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
PN2021 clean drop-all-zero,ResNet1D-Wang,vae_augmix,VAE+AugMix,georgia,0.8351282554458763,0.6955149163440615,/home/linbinhao/ECG/ecg_paper_migration_full_20260522_extract/root/autodl-tmp/runs/benchmark_resnet1d_wang_vae_lhat_k500_v7_sjr_rgq/mainline_v7_k500_4gpu_20260605/georgia_realall_targetheavy_M20_lam0p05_augmix_s2_wlat0p25_hs3_target_macro_auprc_cdhypminormsttc_hlabelcom_anchor_soft_sta_local_random_p120_fullft_ep30_seed20260531/eval_result_v7_exclrefs_crop1000.json,mainline VAE-LHAT AugMix branch
