model,n_units,clean_auroc,clean_auprc,corrupted_auroc,corrupted_auprc,drop_auroc_pp,drop_auprc_pp
ECGFounder,20,0.8818562113224057,0.5992429901974711,0.8246779744453855,0.5094402412906149,5.717823687702016,8.98027489068562
EfficientNet1DV2,20,0.8769551390356237,0.5683247679913197,0.8286190331345625,0.49403945468351906,4.833610590106126,7.428531330780063
