path,category,top_level,lines
docs/reports/archive/20260618/pn2021c_locked_official_s5_protocol_trace_20260618.csv,archive_remove_from_public,docs,9
docs/reports/archive/20260618/pn2021c_locked_official_s5_rows_20260618.csv,archive_remove_from_public,docs,41
docs/reports/archive/20260618/pn2021c_locked_official_s5_summary_20260618.html,archive_remove_from_public,docs,0
docs/reports/archive/20260618/pn2021c_locked_official_s5_summary_20260618.md,archive_remove_from_public,docs,47
docs/reports/archive/20260618/pn2021c_realistic_hospital_v1_confirmation.csv,archive_remove_from_public,docs,6
docs/reports/archive/20260618/pn2021c_realistic_hospital_v1_confirmation.md,archive_remove_from_public,docs,13
docs/reports/archive/20260618/pn2021c_realistic_hospital_v1_selection_report.md,archive_remove_from_public,docs,17
docs/reports/archive/20260622/direct_single_operator_drop_effnet_ecgfounder_20260622.csv,archive_remove_from_public,docs,13
docs/reports/archive/20260622/pn2021c_current_results_and_composite_direct_fullft_20260622.html,archive_remove_from_public,docs,0
docs/reports/archive/20260622/pn2021c_effnet_ecgfounder_dataflow_pipeline_20260622.html,archive_remove_from_public,docs,0
docs/reports/archive/20260622/pn2021c_effnet_sota_tuning_handoff_20260622.md,archive_remove_from_public,docs,144
docs/reports/archive/20260701/native_rawfirst_ours_effectiveness_20260701.md,archive_remove_from_public,docs,41
docs/reports/archive/20260701/official_s5_depth23_ablation_status_20260701.md,archive_remove_from_public,docs,70
docs/reports/archive/20260701/recent_experiment_progress_visual_report_20260701.html,archive_remove_from_public,docs,0
docs/reports/archive/undated/advisor_center_token_ablation_summary.md,archive_remove_from_public,docs,75
docs/reports/archive/undated/graduate_project_method_a_vs_b_seed42.md,archive_remove_from_public,docs,205
docs/reports/archive/undated/method_cmp.md,archive_remove_from_public,docs,494
docs/reports/archive/undated/method_cmp_brief_report.html,archive_remove_from_public,docs,0
docs/reports/archive/undated/method_cmp_completion_audit.md,archive_remove_from_public,docs,55
docs/reports/archive/undated/method_cmp_four_center_results.html,archive_remove_from_public,docs,0
docs/reports/archive/undated/method_cmp_phase1_results.html,archive_remove_from_public,docs,0
methods/README.md,archive_remove_from_public,methods,16
methods/advdiff/README.md,archive_remove_from_public,methods,34
methods/augmix/README.md,archive_remove_from_public,methods,141
methods/augmix/__init__.py,archive_remove_from_public,methods,0
methods/augmix/augmix.py,archive_remove_from_public,methods,80
methods/augmix/dataset.py,archive_remove_from_public,methods,44
methods/augmix/ecg_ops.py,archive_remove_from_public,methods,260
methods/augmix/jsd_loss.py,archive_remove_from_public,methods,63
methods/augmix/latent_viz/README.md,archive_remove_from_public,methods,143
methods/augmix/latent_viz/__init__.py,archive_remove_from_public,methods,0
methods/augmix/latent_viz/config.yaml,archive_remove_from_public,methods,23
methods/augmix/latent_viz/latent_augmix.py,archive_remove_from_public,methods,294
methods/augmix/latent_viz/run_viz.py,archive_remove_from_public,methods,210
methods/augmix/latent_viz/tests/__init__.py,archive_remove_from_public,methods,0
methods/augmix/latent_viz/tests/test_smoke.py,archive_remove_from_public,methods,81
methods/augmix/severity.py,archive_remove_from_public,methods,112
methods/augmix/tests/__init__.py,archive_remove_from_public,methods,0
methods/augmix/tests/test_augmix.py,archive_remove_from_public,methods,64
methods/augmix/tests/test_jsd.py,archive_remove_from_public,methods,65
methods/augmix/tests/test_ops.py,archive_remove_from_public,methods,99
methods/ecgtwin_gen/README.md,archive_remove_from_public,methods,18
methods/ecgtwin_gen/center_token/__init__.py,archive_remove_from_public,methods,1
methods/ecgtwin_gen/center_token/config.yaml,archive_remove_from_public,methods,31
methods/ecgtwin_gen/center_token/config_v2.yaml,archive_remove_from_public,methods,24
methods/ecgtwin_gen/center_token/generate.py,archive_remove_from_public,methods,258
methods/ecgtwin_gen/center_token/model.py,archive_remove_from_public,methods,92
methods/ecgtwin_gen/center_token/trainer.py,archive_remove_from_public,methods,506
methods/ecgtwin_gen/center_token/trainer_v2.py,archive_remove_from_public,methods,475
methods/ecgtwin_gen/prompt_token/__init__.py,archive_remove_from_public,methods,5
methods/ecgtwin_gen/prompt_token/model.py,archive_remove_from_public,methods,207
methods/ecgtwin_gen/prompt_token/trainer.py,archive_remove_from_public,methods,1007
methods/ecgtwin_gen/style_translator/__init__.py,archive_remove_from_public,methods,6
methods/ecgtwin_gen/style_translator/config_stage0.yaml,archive_remove_from_public,methods,52
methods/ecgtwin_gen/style_translator/losses.py,archive_remove_from_public,methods,170
methods/ecgtwin_gen/style_translator/model.py,archive_remove_from_public,methods,198
methods/ecgtwin_gen/style_translator/prototype_encoder.py,archive_remove_from_public,methods,113
methods/ecgtwin_gen/style_translator/trainer.py,archive_remove_from_public,methods,500
sub_experiment/tsne_clustering_v1/README.md,archive_remove_from_public,sub_experiment,102
sub_experiment/tsne_clustering_v1/__init__.py,archive_remove_from_public,sub_experiment,0
sub_experiment/tsne_clustering_v1/analyze.py,archive_remove_from_public,sub_experiment,311
sub_experiment/tsne_clustering_v1/config.yaml,archive_remove_from_public,sub_experiment,36
sub_experiment/tsne_clustering_v1/data_loader.py,archive_remove_from_public,sub_experiment,201
sub_experiment/tsne_clustering_v1/embedders.py,archive_remove_from_public,sub_experiment,90
sub_experiment/tsne_clustering_v1/generation.py,archive_remove_from_public,sub_experiment,143
sub_experiment/tsne_clustering_v1/run_experiment.py,archive_remove_from_public,sub_experiment,197
sub_experiment/tsne_clustering_v1/tests/__init__.py,archive_remove_from_public,sub_experiment,0
sub_experiment/tsne_clustering_v1/tests/test_smoke.py,archive_remove_from_public,sub_experiment,85
trash/legacy_scripts_20260701/README.md,archive_remove_from_public,trash,12
trash/legacy_scripts_20260701/configs/experiments/benchmark_fcn_wang_direct_k500_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,28
trash/legacy_scripts_20260701/configs/experiments/benchmark_fcn_wang_vae_lhat_k500_v7_sjr_rgq.yaml,archive_remove_from_public,trash,30
trash/legacy_scripts_20260701/configs/experiments/benchmark_inception1d_direct_k500_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,28
trash/legacy_scripts_20260701/configs/experiments/benchmark_inception1d_vae_lhat_k500_v7_sjr_rgq.yaml,archive_remove_from_public,trash,30
trash/legacy_scripts_20260701/configs/experiments/benchmark_resnet1d_direct_k500_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,23
trash/legacy_scripts_20260701/configs/experiments/benchmark_resnet1d_direct_percent_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,49
trash/legacy_scripts_20260701/configs/experiments/benchmark_resnet1d_vae_lhat_k500_v7_sjr_rgq.yaml,archive_remove_from_public,trash,30
trash/legacy_scripts_20260701/configs/experiments/benchmark_source_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,54
trash/legacy_scripts_20260701/configs/experiments/ecgfounder_direct_k500_v6.yaml,archive_remove_from_public,trash,92
trash/legacy_scripts_20260701/configs/experiments/ecgfounder_direct_k500_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,32
trash/legacy_scripts_20260701/configs/experiments/ecgfounder_inithead_fullft_k500_v6.yaml,archive_remove_from_public,trash,105
trash/legacy_scripts_20260701/configs/experiments/ecgfounder_inithead_fullft_k500_v6_smoke.yaml,archive_remove_from_public,trash,62
trash/legacy_scripts_20260701/configs/experiments/ecgfounder_vae_lhat_k500_v6.yaml,archive_remove_from_public,trash,172
trash/legacy_scripts_20260701/configs/experiments/ecgfounder_vae_lhat_k500_v7_sjr_rgq.yaml,archive_remove_from_public,trash,177
trash/legacy_scripts_20260701/configs/experiments/ecgtwin_author_dit_repro.yaml,archive_remove_from_public,trash,85
trash/legacy_scripts_20260701/configs/experiments/ecgtwin_author_ibe_repro.yaml,archive_remove_from_public,trash,90
trash/legacy_scripts_20260701/configs/experiments/ecgtwin_prompt_token_gate_minimal.yaml,archive_remove_from_public,trash,70
trash/legacy_scripts_20260701/configs/experiments/ecgtwin_prompt_token_generate_minimal.yaml,archive_remove_from_public,trash,85
trash/legacy_scripts_20260701/configs/experiments/ecgtwin_prompt_token_online_at_minimal.yaml,archive_remove_from_public,trash,110
trash/legacy_scripts_20260701/configs/experiments/ecgtwin_prompt_token_online_at_minimal_pn2021_eval.yaml,archive_remove_from_public,trash,173
trash/legacy_scripts_20260701/configs/experiments/ecgtwin_prompt_token_train_minimal.yaml,archive_remove_from_public,trash,109
trash/legacy_scripts_20260701/configs/experiments/effnet_direct_k500_v6.yaml,archive_remove_from_public,trash,85
trash/legacy_scripts_20260701/configs/experiments/effnet_direct_k500_v6_smoke.yaml,archive_remove_from_public,trash,101
trash/legacy_scripts_20260701/configs/experiments/effnet_direct_k500_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,22
trash/legacy_scripts_20260701/configs/experiments/effnet_direct_percent_v7_sjr_rgq_matrix.yaml,archive_remove_from_public,trash,47
trash/legacy_scripts_20260701/configs/experiments/effnet_v7_sjr_rgq_subset_export.yaml,archive_remove_from_public,trash,20
trash/legacy_scripts_20260701/configs/experiments/effnet_vae_lhat_k500_v6.yaml,archive_remove_from_public,trash,105
trash/legacy_scripts_20260701/configs/experiments/effnet_vae_lhat_k500_v7_sjr_rgq.yaml,archive_remove_from_public,trash,111
trash/legacy_scripts_20260701/configs/experiments/effnet_vae_lhat_percent_v7_sjr_rgq.yaml,archive_remove_from_public,trash,155
trash/legacy_scripts_20260701/configs/experiments/pn2021_eval_v6_refexcluded.yaml,archive_remove_from_public,trash,159
trash/legacy_scripts_20260701/configs/experiments/pn2021_eval_v6_refexcluded_smoke.yaml,archive_remove_from_public,trash,87
trash/legacy_scripts_20260701/configs/experiments/pn2021c_effnet_v7_augmix_vs_noaug.yaml,archive_remove_from_public,trash,69
trash/legacy_scripts_20260701/scripts/agent/eval_supervisor_c110_fourcenter_20260624.py,archive_remove_from_public,trash,313
trash/legacy_scripts_20260701/scripts/agent/eval_supervisor_c111_c115_cpsc_georgia_20260624.py,archive_remove_from_public,trash,404
trash/legacy_scripts_20260701/scripts/agent/eval_supervisor_c112_fourcenter_20260624.py,archive_remove_from_public,trash,386
trash/legacy_scripts_20260701/scripts/agent/eval_supervisor_c114_c115_retry_threads8_20260624.py,archive_remove_from_public,trash,68
trash/legacy_scripts_20260701/scripts/agent/eval_supervisor_c117_fourcenter_20260624.py,archive_remove_from_public,trash,384
trash/legacy_scripts_20260701/scripts/agent/eval_supervisor_ecgfounder_c110_fourcenter_20260624.py,archive_remove_from_public,trash,313
trash/legacy_scripts_20260701/scripts/agent/summarize_official_s5_composite_recovery.py,archive_remove_from_public,trash,265
trash/legacy_scripts_20260701/scripts/agent/watch_ecgfounder_cand93_pn2021c_after_matched_20260622.sh,archive_remove_from_public,trash,48
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand93_recovery_20260622.py,archive_remove_from_public,trash,253
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand94_accel6g_20260622.py,archive_remove_from_public,trash,462
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand94_percenter_4g_20260622.py,archive_remove_from_public,trash,394
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand94_postcand93_4g_20260622.py,archive_remove_from_public,trash,382
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand94_recovery_20260622.py,archive_remove_from_public,trash,198
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand95_maskheavy_pilots_20260622.py,archive_remove_from_public,trash,179
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand95_maskheavy_restart1_6gpu_20260622.py,archive_remove_from_public,trash,198
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand96_after_cand94_4g_20260622.py,archive_remove_from_public,trash,448
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand97_fixedm085_4g_20260622.py,archive_remove_from_public,trash,350
trash/legacy_scripts_20260701/scripts/agent/watch_effnet_cand98_fixedm100_after_cand97_4g_20260622.py,archive_remove_from_public,trash,225
trash/legacy_scripts_20260701/scripts/augmix_adv_combo/compare.py,archive_remove_from_public,trash,299
trash/legacy_scripts_20260701/scripts/augmix_adv_combo/gen_adv_buffer.py,archive_remove_from_public,trash,263
trash/legacy_scripts_20260701/scripts/augmix_adv_combo/viz_adv_buffer.py,archive_remove_from_public,trash,97
trash/legacy_scripts_20260701/scripts/augmix_validation/compare_baseline.py,archive_remove_from_public,trash,287
trash/legacy_scripts_20260701/scripts/augmix_validation/latent_smoke.py,archive_remove_from_public,trash,135
trash/legacy_scripts_20260701/scripts/augmix_validation/quick_sanity.py,archive_remove_from_public,trash,142
trash/legacy_scripts_20260701/scripts/crosscenter_tierM/README.md,archive_remove_from_public,trash,146
trash/legacy_scripts_20260701/scripts/crosscenter_tierM/build_mimic_cache.py,archive_remove_from_public,trash,260
trash/legacy_scripts_20260701/scripts/crosscenter_tierM/eval_crosscenter_mimic_tierM.py,archive_remove_from_public,trash,290
trash/legacy_scripts_20260701/scripts/crosscenter_tierM/offline_adv_train_tierM.py,archive_remove_from_public,trash,404
trash/legacy_scripts_20260701/scripts/crosscenter_tierM/train_mimic_tierM.py,archive_remove_from_public,trash,409
trash/legacy_scripts_20260701/scripts/crosscenter_tierM/train_ptbxl_tierM.py,archive_remove_from_public,trash,542
trash/legacy_scripts_20260701/scripts/crosscenter_v1/eval_crosscenter.py,archive_remove_from_public,trash,366
trash/legacy_scripts_20260701/scripts/crosscenter_v2/README.md,archive_remove_from_public,trash,68
trash/legacy_scripts_20260701/scripts/crosscenter_v2/__init__.py,archive_remove_from_public,trash,0
trash/legacy_scripts_20260701/scripts/crosscenter_v2/build_gap_report.py,archive_remove_from_public,trash,185
trash/legacy_scripts_20260701/scripts/crosscenter_v2/eval_crosscenter_v2.py,archive_remove_from_public,trash,349
trash/legacy_scripts_20260701/scripts/crosscenter_v2/eval_mimic_zeroshot.py,archive_remove_from_public,trash,295
trash/legacy_scripts_20260701/scripts/crosscenter_v2/preprocess_utils.py,archive_remove_from_public,trash,32
trash/legacy_scripts_20260701/scripts/crosscenter_v2/train_ptbxl_v2.py,archive_remove_from_public,trash,406
trash/legacy_scripts_20260701/scripts/deploy/benchmark_inference_backends.py,archive_remove_from_public,trash,95
trash/legacy_scripts_20260701/scripts/deploy/build_tensorrt_engine.py,archive_remove_from_public,trash,58
trash/legacy_scripts_20260701/scripts/deploy/export_efficientnetv2_onnx.py,archive_remove_from_public,trash,72
trash/legacy_scripts_20260701/scripts/ecgtwin_author_repro/run_author_repro_pipeline.sh,archive_remove_from_public,trash,40
trash/legacy_scripts_20260701/scripts/ecgtwin_author_repro/train_dit_repro.py,archive_remove_from_public,trash,465
trash/legacy_scripts_20260701/scripts/ecgtwin_author_repro/train_ibe_repro.py,archive_remove_from_public,trash,409
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/build_prompt_jsonl_text_embed_cache.py,archive_remove_from_public,trash,82
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/build_prompt_token_latent_cache.py,archive_remove_from_public,trash,271
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/build_ptbxl_prompt_token_cache.py,archive_remove_from_public,trash,249
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/compare_4way.py,archive_remove_from_public,trash,185
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/compare_style_ablation.py,archive_remove_from_public,trash,186
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/compose_prompt_token_bank_by_class.py,archive_remove_from_public,trash,95
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/digital_gt_validate.py,archive_remove_from_public,trash,310
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/enroll_new_center.py,archive_remove_from_public,trash,128
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/eval_style_classifier_on_synth.py,archive_remove_from_public,trash,177
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/eval_super5_synth_quality.py,archive_remove_from_public,trash,190
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/export_prompt_token_diagnostics.py,archive_remove_from_public,trash,273
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/export_selected_center_latents.py,archive_remove_from_public,trash,139
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/gate_prompt_token_synth.py,archive_remove_from_public,trash,324
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/generate_center_prompt_token_synth.py,archive_remove_from_public,trash,270
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/generate_center_prompt_token_synth_batched.py,archive_remove_from_public,trash,412
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/generate_center_synth.py,archive_remove_from_public,trash,346
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/generate_with_style_translator.py,archive_remove_from_public,trash,166
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/merge_latent_pools.py,archive_remove_from_public,trash,161
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/prep_center_dataset.py,archive_remove_from_public,trash,228
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/prep_center_dataset_super5.py,archive_remove_from_public,trash,366
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/prep_multicenter_dataset.py,archive_remove_from_public,trash,218
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/prep_ptbxl_super5_ref_subset.py,archive_remove_from_public,trash,168
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/quality_ref_selection.py,archive_remove_from_public,trash,247
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_bigcenter_prompt_token_boundary_at_v1.sh,archive_remove_from_public,trash,108
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_center_token_effectiveness_pilot_20260503.sh,archive_remove_from_public,trash,234
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_center_token_regen_20260503.sh,archive_remove_from_public,trash,90
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_center_token_v41_style_semantic_20260503.sh,archive_remove_from_public,trash,75
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_center_token_v42_noleak_style_semantic_20260503.sh,archive_remove_from_public,trash,82
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_georgia_prompt_token_v35_sttc_boost.sh,archive_remove_from_public,trash,66
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_multicenter_prompt_token_v32.sh,archive_remove_from_public,trash,52
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_multicenter_prompt_token_v33_boost.sh,archive_remove_from_public,trash,69
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_multicenter_prompt_token_v36_online_at.sh,archive_remove_from_public,trash,73
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_prompt_token_c2st_proxy.py,archive_remove_from_public,trash,146
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_prompt_token_noleak_style_validation.py,archive_remove_from_public,trash,529
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_ptbxl_prompt_token_boundary_at_v1.sh,archive_remove_from_public,trash,123
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/run_train_ct_v2_3centers.sh,archive_remove_from_public,trash,52
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/sanity_super5_authorprompt.py,archive_remove_from_public,trash,213
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/sanity_super5_centertoken.py,archive_remove_from_public,trash,258
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/sanity_super5_centertoken_v2.py,archive_remove_from_public,trash,527
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/sanity_super5_dump_tensors.py,archive_remove_from_public,trash,157
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/sanity_super5_generation.py,archive_remove_from_public,trash,213
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/sanity_super5_matched_ref.py,archive_remove_from_public,trash,229
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/score_prompt_token_style_probe.py,archive_remove_from_public,trash,204
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/select_mixed_prompt_token_pool.py,archive_remove_from_public,trash,288
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/select_paired_token_delta_pool.py,archive_remove_from_public,trash,276
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/select_style_aware_prompt_token_pool.py,archive_remove_from_public,trash,412
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/super5_text_embeds.py,archive_remove_from_public,trash,184
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/train_center_prompt_tokens.py,archive_remove_from_public,trash,193
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/train_center_token.py,archive_remove_from_public,trash,51
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/train_center_token_v2.py,archive_remove_from_public,trash,102
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/train_noleak_center_style_aux_classifier.py,archive_remove_from_public,trash,374
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/train_per_center_style_classifier.py,archive_remove_from_public,trash,363
trash/legacy_scripts_20260701/scripts/ecgtwin_gen/translate_ptbxl_reports_to_ecgtwin_prompts.py,archive_remove_from_public,trash,343
trash/legacy_scripts_20260701/scripts/final_round/run_medical_validity_ablation.py,archive_remove_from_public,trash,177
trash/legacy_scripts_20260701/scripts/online_vs_offline/compare.py,archive_remove_from_public,trash,288
trash/legacy_scripts_20260701/scripts/online_vs_offline/diagnose_adv_samples.py,archive_remove_from_public,trash,256
trash/legacy_scripts_20260701/scripts/paper/eval_ecgfounder_fullft_score_selector_20260525.py,archive_remove_from_public,trash,478
trash/legacy_scripts_20260701/scripts/paper/eval_ecgfounder_k500val_multicandidate_selector_20260525.py,archive_remove_from_public,trash,581
trash/legacy_scripts_20260701/scripts/paper/eval_ecgfounder_k500val_score_blend_20260524.py,archive_remove_from_public,trash,347
trash/legacy_scripts_20260701/scripts/paper/eval_ecgfounder_k500val_trihead_blend_20260524.py,archive_remove_from_public,trash,387
trash/legacy_scripts_20260701/scripts/paper/eval_ecgfounder_score_blend_20260524.py,archive_remove_from_public,trash,392
trash/legacy_scripts_20260701/scripts/paper/eval_ecgfounder_super5_zero_shot_20260517.py,archive_remove_from_public,trash,634
trash/legacy_scripts_20260701/scripts/paper/eval_effnet_k500val_classwise_blend_20260524.py,archive_remove_from_public,trash,337
trash/legacy_scripts_20260701/scripts/paper/eval_effnet_k500val_multicandidate_selector_20260525.py,archive_remove_from_public,trash,422
trash/legacy_scripts_20260701/scripts/paper/eval_effnet_score_blend_20260524.py,archive_remove_from_public,trash,301
trash/legacy_scripts_20260701/scripts/paper/eval_effnet_v7_pn2021c_augmix_vs_noaug_20260530.py,archive_remove_from_public,trash,428
trash/legacy_scripts_20260701/scripts/paper/eval_vae_only_v5_allzero_views_20260522.py,archive_remove_from_public,trash,290
trash/legacy_scripts_20260701/scripts/paper/materialize_pn2021_raw1000_kshot.py,archive_remove_from_public,trash,90
trash/legacy_scripts_20260701/scripts/paper/reevaluate_ecgfounder_head_run_20260523.py,archive_remove_from_public,trash,216
trash/legacy_scripts_20260701/scripts/paper/relabel_ecgfounder_feature_cache_super5_v5_20260524.py,archive_remove_from_public,trash,162
trash/legacy_scripts_20260701/scripts/paper/relabel_pn2021_kshot_super5.py,archive_remove_from_public,trash,268
trash/legacy_scripts_20260701/scripts/paper/run_adabn_k500_20260517.py,archive_remove_from_public,trash,329
trash/legacy_scripts_20260701/scripts/paper/run_benchmark_backbone_v7_kshot_matrix_20260530.py,archive_remove_from_public,trash,756
trash/legacy_scripts_20260701/scripts/paper/run_cdan_k500_20260517.py,archive_remove_from_public,trash,457
trash/legacy_scripts_20260701/scripts/paper/run_cotta_lite_baseline_20260517.py,archive_remove_from_public,trash,359
trash/legacy_scripts_20260701/scripts/paper/run_crosslabel_lhat_ablation_20260517.py,archive_remove_from_public,trash,312
trash/legacy_scripts_20260701/scripts/paper/run_dann_k500_20260517.py,archive_remove_from_public,trash,443
trash/legacy_scripts_20260701/scripts/paper/run_deep_coral_k500_20260517.py,archive_remove_from_public,trash,542
trash/legacy_scripts_20260701/scripts/paper/run_direct_finetune_k500_20260516.py,archive_remove_from_public,trash,483
trash/legacy_scripts_20260701/scripts/paper/run_eata_lite_baseline_20260517.py,archive_remove_from_public,trash,314
trash/legacy_scripts_20260701/scripts/paper/run_ecgfm_kshot_head_ft_20260517.py,archive_remove_from_public,trash,326
trash/legacy_scripts_20260701/scripts/paper/run_ecgfm_linear_probe_super5_20260517.py,archive_remove_from_public,trash,467
trash/legacy_scripts_20260701/scripts/paper/run_ecgfounder_fullft_super5_pilot_20260523.py,archive_remove_from_public,trash,3088
trash/legacy_scripts_20260701/scripts/paper/run_ecgfounder_kshot_head_ft_20260517.py,archive_remove_from_public,trash,345
trash/legacy_scripts_20260701/scripts/paper/run_ecgfounder_linear_probe_super5_20260517.py,archive_remove_from_public,trash,591
trash/legacy_scripts_20260701/scripts/paper/run_ecgfounder_v7_multiseed_kshot_matrix_20260530.py,archive_remove_from_public,trash,538
trash/legacy_scripts_20260701/scripts/paper/run_ecgfounder_vae_only_lhat_head_ft_20260523.py,archive_remove_from_public,trash,2387
trash/legacy_scripts_20260701/scripts/paper/run_effnet_adapter_vae_pilot_20260523.py,archive_remove_from_public,trash,385
trash/legacy_scripts_20260701/scripts/paper/run_effnet_latent_augmix_stage3_20260524.py,archive_remove_from_public,trash,594
trash/legacy_scripts_20260701/scripts/paper/run_effnet_v7_multiseed_kshot_matrix_20260530.py,archive_remove_from_public,trash,635
trash/legacy_scripts_20260701/scripts/paper/run_fourway_no_gate_lhat_20260518.py,archive_remove_from_public,trash,628
trash/legacy_scripts_20260701/scripts/paper/run_groupdro_source_20260517.py,archive_remove_from_public,trash,407
trash/legacy_scripts_20260701/scripts/paper/run_kshot_baseline_comparators_20260516.py,archive_remove_from_public,trash,788
trash/legacy_scripts_20260701/scripts/paper/run_latenthull_real_anchor_grid_20260512.py,archive_remove_from_public,trash,484
trash/legacy_scripts_20260701/scripts/paper/run_merl_res18_linear_probe_super5_20260517.py,archive_remove_from_public,trash,469
trash/legacy_scripts_20260701/scripts/paper/run_mixstyle_source_20260517.py,archive_remove_from_public,trash,408
trash/legacy_scripts_20260701/scripts/paper/run_multibackbone_vae_only_lhat_20260522.py,archive_remove_from_public,trash,504
trash/legacy_scripts_20260701/scripts/paper/run_real_anchor_lhat_seed_kfold_20260517.py,archive_remove_from_public,trash,530
trash/legacy_scripts_20260701/scripts/paper/run_shot_k500_20260517.py,archive_remove_from_public,trash,452
trash/legacy_scripts_20260701/scripts/paper/run_stmem_linear_probe_super5_20260517.py,archive_remove_from_public,trash,504
trash/legacy_scripts_20260701/scripts/paper/run_tent_baseline_20260517.py,archive_remove_from_public,trash,307
trash/legacy_scripts_20260701/scripts/paper/run_vae_only_latenthull_sweep_20260516.py,archive_remove_from_public,trash,582
trash/legacy_scripts_20260701/scripts/paper/run_vae_only_lhat_kcurve_20260518.py,archive_remove_from_public,trash,510
trash/legacy_scripts_20260701/scripts/paper/select_effnet_robust_checkpoint.py,archive_remove_from_public,trash,482
trash/legacy_scripts_20260701/scripts/paper/summarize_ecgfounder_tval_runs_20260523.py,archive_remove_from_public,trash,97
trash/legacy_scripts_20260701/scripts/pgd_cross_center/aggregate_pilot_results.py,archive_remove_from_public,trash,347
trash/legacy_scripts_20260701/scripts/pgd_cross_center/compare_v13_v14_ctv2.py,archive_remove_from_public,trash,231
trash/legacy_scripts_20260701/scripts/pgd_cross_center/export_ptbxl_real_latent_pool.py,archive_remove_from_public,trash,75
trash/legacy_scripts_20260701/scripts/pgd_cross_center/gen_pgd_adv_buffer.py,archive_remove_from_public,trash,265
trash/legacy_scripts_20260701/scripts/pgd_cross_center/run_module_ablation_1_real_anchored.sh,archive_remove_from_public,trash,97
